Price,Area,Location,City,No_of_Bedrooms,Resale,MaintenanceStaff,Gymnasium,SwimmingPool,LandscapedGardens,JoggingTrack,RainWaterHarvesting,IndoorGames,ShoppingMall,Intercom,SportsFacility,ATM,ClubHouse,School,Security,PowerBackup
64260,1530,RR Nagar,Bangalore,3,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
44400,1200,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
64599.99,1530,RR Nagar,Bangalore,3,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
44000,1200,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
51480,1196,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
65140,1551,RR Nagar,Bangalore,3,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
64000,1530,RR Nagar,Bangalore,3,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
64000,1530,RR Nagar,Bangalore,3,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
44400,1200,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
44400,1187,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
59590,1419,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
50400,1200,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
44400,1200,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
60280,1419,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
64000,1530,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
53800,1255,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
50230,1196,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
50230,1196,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
54000,1295,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
51480,1196,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
54000,1303,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
44400,1200,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
47840,1196,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
48000,1143,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
44400,1200,RR Nagar,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1
38979.99,1068,Electronic City Phase 2,Bangalore,2,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
37619.99,920,Bommasandra,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
41100,1005,Bommasandra,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
40000,1005,Bommasandra,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
39580,975,Bommasandra,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
37350,920,Bommasandra,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
40799.99,1005,Bommasandra,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
40799.99,1005,Bommasandra,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
39290,975,Bommasandra,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
38200,955,Bommasandra,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
42200,1055,Bommasandra,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
40200,1005,Bommasandra,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
50770,1260,Bommasandra,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
45000,1000,Devanahalli,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
44000,1000,Devanahalli,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
152000,1792,Bilekahalli,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
256000,3012,Bilekahalli,Bangalore,4,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
200999.99,2370,Bilekahalli,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
119000,1850,Kudlu,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
121000,1850,Kudlu,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
123000,1850,Kudlu,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
123000,1850,Kudlu,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
41000,1100,Horamavu,Bangalore,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
68300,1198,Begur,Bangalore,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
67500,1198,Begur,Bangalore,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
68000,1197,Begur,Bangalore,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
100000,1482,Narayanapura on Hennur Main Road,Bangalore,3,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1
82500,1232,Narayanapura on Hennur Main Road,Bangalore,2,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1
38400,1000,Devanahalli,Bangalore,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
100000,1482,Narayanapura on Hennur Main Road,Bangalore,3,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1
116000,1691,Narayanapura on Hennur Main Road,Bangalore,3,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1
38000,1000,Devanahalli,Bangalore,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
82000,1232,Narayanapura on Hennur Main Road,Bangalore,2,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1
115000,1691,Narayanapura on Hennur Main Road,Bangalore,3,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1
40000,1000,Devanahalli,Bangalore,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
38479.99,1000,Devanahalli,Bangalore,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
100000,1482,Narayanapura on Hennur Main Road,Bangalore,3,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1
100000,1482,Narayanapura on Hennur Main Road,Bangalore,3,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1
83000,1232,Narayanapura on Hennur Main Road,Bangalore,2,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1
120000,1691,Narayanapura on Hennur Main Road,Bangalore,3,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1
38350,1000,Devanahalli,Bangalore,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
83000,1232,Narayanapura on Hennur Main Road,Bangalore,2,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1
81000,1232,Narayanapura on Hennur Main Road,Bangalore,2,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1
38250,1000,Devanahalli,Bangalore,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
38650,1000,Devanahalli,Bangalore,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
39000,1005,Bommasandra,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
41000,1055,Bommasandra,Bangalore,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
40000,1000,Bommasandra,Bangalore,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
41000,1055,Bommasandra,Bangalore,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
53000,1365,Bommasandra,Bangalore,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
41000,1055,Bommasandra,Bangalore,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
53000,1365,Bommasandra,Bangalore,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
53000,1365,Bommasandra,Bangalore,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
41000,1055,Bommasandra,Bangalore,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
53000,1365,Bommasandra,Bangalore,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
41000,1050,Bommasandra,Bangalore,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
134000,1600,Narayanapura on Hennur Main Road,Bangalore,3,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1
135000,1600,Narayanapura on Hennur Main Road,Bangalore,3,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1
135000,1500,Narayanapura on Hennur Main Road,Bangalore,3,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1
84500,1300,Muneshwara Nagar,Bangalore,3,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1
79950,1230,Muneshwara Nagar,Bangalore,3,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1
88740,1305,Muneshwara Nagar,Bangalore,3,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1
77670,1195,Muneshwara Nagar,Bangalore,3,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1
84500,1300,Muneshwara Nagar,Bangalore,3,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1
138999.99,1545,BTM Layout,Bangalore,3,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
200999.99,2240,BTM Layout,Bangalore,3,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
157000,1750,BTM Layout,Bangalore,3,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
157000,1750,BTM Layout,Bangalore,3,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
98000,1520,Nayandahalli,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
76500,1180,Nayandahalli,Bangalore,2,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
72000,1180,Nayandahalli,Bangalore,2,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
102000,1520,Nayandahalli,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
128000,1933,Nayandahalli,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
126000,1826,Nayandahalli,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
136000,1749,Nayandahalli,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
126000,1749,Nayandahalli,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
126000,1749,Nayandahalli,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
124000,1739,Nayandahalli,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
109000,1691,Junnasandra,Bangalore,3,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
140000,2170,Junnasandra,Bangalore,3,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
109000,1691,Junnasandra,Bangalore,3,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
47510,1145,Whitefield Hope Farm Junction,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1
45650,1100,Whitefield Hope Farm Junction,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1
92220,1590,RR Nagar,Bangalore,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88740,1305,Muneshwara Nagar,Bangalore,3,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1
84500,1300,Muneshwara Nagar,Bangalore,3,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1
138999.99,1545,BTM Layout,Bangalore,3,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
155000,1730,BTM Layout,Bangalore,3,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
90000,1480,R T  Nagar,Bangalore,3,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
138999.99,1545,BTM Layout,Bangalore,3,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
113999.99,1865,Kuvempu Layout on Hennur Main Road,Bangalore,3,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
112000,1865,Kuvempu Layout on Hennur Main Road,Bangalore,3,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
115000,1865,Kuvempu Layout on Hennur Main Road,Bangalore,3,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
76000,1241,Begur,Bangalore,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
73000,1232,Begur,Bangalore,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
74500,1221,Begur,Bangalore,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
73000,1220,Begur,Bangalore,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
70000,1210,Begur,Bangalore,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
79500,1375,Begur,Bangalore,3,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
83500,1368,Begur,Bangalore,3,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
82500,1375,Begur,Bangalore,3,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
80500,1368,Begur,Bangalore,3,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
78000,1366,Begur,Bangalore,3,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
78000,1358,Begur,Bangalore,3,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
78000,1241,Begur,Bangalore,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
74500,1232,Begur,Bangalore,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
41000,1055,Bommasandra,Bangalore,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
53000,1365,Bommasandra,Bangalore,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
40000,1055,Bommasandra,Bangalore,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
41000,1055,Bommasandra,Bangalore,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
41000,1055,Bommasandra,Bangalore,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
41000,1055,Bommasandra,Bangalore,4,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
41000,1020,Bommasandra,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
42000,1055,Bommasandra,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
37350,920,Bommasandra,Bangalore,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
37350,920,Jigani,Bangalore,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
37350,920,Bommasandra,Bangalore,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
50500,1260,Bommasandra,Bangalore,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
51000,1260,Bommasandra,Bangalore,3,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
40000,1015,Bommasandra,Bangalore,2,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
42000,1055,Bommasandra,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
50750,1280,Bommasandra,Bangalore,3,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
39750,1005,Bommasandra,Bangalore,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40000,1005,Bommasandra,Bangalore,2,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
41000,1055,Bommasandra,Bangalore,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41000,1055,Bommasandra,Bangalore,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
51000,1280,Bommasandra,Bangalore,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
41000,1055,Bommasandra,Bangalore,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
41000,1053,Bommasandra,Bangalore,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
41000,1054,Bommasandra,Bangalore,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
53000,1361,Bommasandra,Bangalore,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
53000,1365,Bommasandra,Bangalore,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
157000,1750,BTM Layout,Bangalore,3,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
28760,788,Electronic City Phase 2,Bangalore,2,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
26200,718,Electronic City Phase 2,Bangalore,2,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
36680,1005,Electronic City Phase 2,Bangalore,2,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
41000,1054,Bommasandra,Bangalore,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
53000,1361,Bommasandra,Bangalore,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
53000,1365,Bommasandra,Bangalore,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
157000,1750,BTM Layout,Bangalore,3,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
28760,788,Electronic City Phase 2,Bangalore,2,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
26200,718,Electronic City Phase 2,Bangalore,2,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
36680,1005,Electronic City Phase 2,Bangalore,2,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
48610,1332,Electronic City Phase 2,Bangalore,3,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
48800,1122,Horamavu,Bangalore,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
49000,1215,Kadugodi Industrial Area,Bangalore,2,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
105000,1482,Narayanapura on Hennur Main Road,Bangalore,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
96140,1346,Narayanapura on Hennur Main Road,Bangalore,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
88000,1232,Narayanapura on Hennur Main Road,Bangalore,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
59330,1745,Whitefield Hope Farm Junction,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
56440,1660,Whitefield Hope Farm Junction,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
119000,1850,Kudlu,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
118000,1850,Kudlu,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
122000,1850,Kudlu,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
121000,1850,Kudlu,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
125000,1850,Kudlu,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
121000,1850,Kudlu,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
123000,1850,Kudlu,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
115000,1850,Kudlu,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
119000,1850,Kudlu,Bangalore,3,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
48540,1116,Horamavu,Bangalore,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
55610,1209,Kannur on Thanisandra Main Road,Bangalore,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
56940,1238,Kannur on Thanisandra Main Road,Bangalore,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
57500,1250,Kannur on Thanisandra Main Road,Bangalore,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
54970,1195,Kannur on Thanisandra Main Road,Bangalore,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
56250,1223,Kannur on Thanisandra Main Road,Bangalore,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48150,1107,Horamavu,Bangalore,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
50500,1161,Horamavu,Bangalore,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
46190,1062,Horamavu,Bangalore,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
47850,1100,Horamavu,Bangalore,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
73560,1113,Kannur on Thanisandra Main Road,Bangalore,2,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
69160,1040,Kannur on Thanisandra Main Road,Bangalore,2,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
77780,1183,Kannur on Thanisandra Main Road,Bangalore,2,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
74520,1129,Kannur on Thanisandra Main Road,Bangalore,2,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
74280,1125,Kannur on Thanisandra Main Road,Bangalore,2,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
78739.99,1199,Kannur on Thanisandra Main Road,Bangalore,2,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
449000,4450,Sahakar Nagar,Bangalore,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
434000,4310,Sahakar Nagar,Bangalore,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
403000,4000,Sahakar Nagar,Bangalore,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
49720,1143,Horamavu,Bangalore,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
47370,1089,Horamavu,Bangalore,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
82180,1505,Electronic City Phase 2,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
83709.99,1535,Electronic City Phase 2,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
80390,1470,Electronic City Phase 2,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
58680,1045,Electronic City Phase 2,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
60210,1075,Electronic City Phase 2,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
71940,1290,Electronic City Phase 2,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
75810,1380,Electronic City Phase 2,Bangalore,2,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
81370,1465,Electronic City Phase 2,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
193000,1901,Marathahalli,Bangalore,3,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1
309000,3029,Marathahalli,Bangalore,3,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1
175000,1447,ITPL,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1
250000,2293,ITPL,Bangalore,4,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1
55000,1170,Kothanur,Bangalore,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
92670,1685,Sarjapur Road Wipro To Railway Crossing,Bangalore,3,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0
87170,1585,Sarjapur Road Wipro To Railway Crossing,Bangalore,3,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0
80459.99,1463,Sarjapur Road Wipro To Railway Crossing,Bangalore,3,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0
76319.99,1482,Jakkur,Bangalore,3,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
66120,1284,Jakkur,Bangalore,2,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
54430,1057,Jakkur,Bangalore,2,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
53390,1047,Thanisandra,Bangalore,2,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1
52530,1030,Thanisandra,Bangalore,2,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1
80880,1586,Thanisandra,Bangalore,3,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1
70730,1387,Thanisandra,Bangalore,3,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1
63950,1254,Thanisandra,Bangalore,2,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1
72720,1426,Thanisandra,Bangalore,3,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1
71090,1394,Thanisandra,Bangalore,3,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1
72930,1430,Thanisandra,Bangalore,3,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1
76550,1501,Thanisandra,Bangalore,3,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1
68080,1335,Thanisandra,Bangalore,3,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1
116000,1835,Whitefield Hope Farm Junction,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
117000,1850,Whitefield Hope Farm Junction,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
117000,1860,Whitefield Hope Farm Junction,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
112000,1765,Whitefield Hope Farm Junction,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
115000,1830,Whitefield Hope Farm Junction,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
110000,1730,Whitefield Hope Farm Junction,Bangalore,3,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1
88000,1195,Varthur,Bangalore,2,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
154000,2321,Varthur,Bangalore,3,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
79000,1393,RR Nagar,Bangalore,3,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1
165000,1800,RMV Extension Stage 2,Bangalore,3,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
30240,720,Kudlu,Bangalore,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
52500,1250,Kudlu,Bangalore,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
51450,1225,Kudlu,Bangalore,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
49980,1190,Kudlu,Bangalore,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
50400,1200,Kudlu,Bangalore,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
46200,1100,Kudlu,Bangalore,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
34200,1140,Electronic City Phase 2,Bangalore,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
